Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45,No,Travel_Rarely,820,Sales,1,2,Medical,1,1250,4,Male,59,1,1,Sales Executive,3,Divorced,6487,13573,0,Y,No,15,3,2,80,2,25,4,1,4,2,0,3
42,No,Travel_Rarely,1294,Sales,20,2,Medical,1,1251,4,Female,92,2,2,Sales Executive,4,Single,7988,23563,6,Y,No,14,3,2,80,0,22,2,2,4,2,1,1
18,No,Travel_Rarely,682,Research & Development,1,2,Life Sciences,1,1252,4,Male,39,3,2,Laboratory Technician,3,Married,4552,22704,5,Y,No,16,3,1,80,0,0,1,2,1,0,0,0
38,Yes,Travel_Rarely,511,Research & Development,5,4,Other,1,1253,3,Male,54,2,2,Research Director,3,Divorced,7367,26830,3,Y,No,17,3,2,80,1,16,5,2,0,0,0,0
29,Yes,Travel_Rarely,1418,Sales,6,3,Medical,1,1254,3,Male,95,3,4,Sales Representative,3,Married,10313,6078,5,Y,No,12,3,2,80,0,9,6,4,1,0,0,0
43,No,Non-Travel,724,Research & Development,1,4,Medical,1,1255,3,Male,98,3,1,Research Scientist,4,Married,4593,20979,1,Y,No,15,3,2,80,0,21,5,3,3,2,1,2
39,No,Travel_Frequently,611,Sales,9,2,Life Sciences,1,1256,1,Female,82,3,3,Sales Executive,1,Single,10252,5757,4,Y,No,11,3,4,80,0,16,4,3,0,0,0,0
35,No,Travel_Rarely,582,Sales,9,1,Medical,1,1257,3,Female,99,2,2,Sales Executive,3,Single,7643,15856,5,Y,No,12,3,4,80,0,14,1,3,6,2,0,2
26,No,Travel_Rarely,1006,Research & Development,28,3,Technical Degree,1,1258,4,Male,85,3,2,Manufacturing Director,3,Single,4840,21677,3,Y,No,11,3,4,80,0,3,0,3,3,2,0,2
32,Yes,Travel_Rarely,1440,Research & Development,11,3,Medical,1,1259,3,Female,42,4,4,Healthcare Representative,2,Single,11129,18342,4,Y,Yes,16,3,1,80,0,11,1,3,1,0,0,0
48,No,Travel_Frequently,1152,Research & Development,1,3,Other,1,1260,3,Female,88,3,4,Research Director,1,Married,12040,3303,2,Y,No,23,3,2,80,1,27,2,3,10,8,3,8
36,No,Travel_Rarely,139,Research & Development,1,3,Technical Degree,1,1261,4,Female,73,3,2,Research Scientist,4,Single,6956,17438,2,Y,Yes,18,3,3,80,2,15,2,3,5,4,0,2
50,No,Travel_Frequently,117,Sales,18,3,Marketing,1,1262,4,Male,78,3,4,Sales Executive,2,Divorced,12339,12398,1,Y,No,12,4,4,80,1,30,3,3,3,2,0,1
53,No,Travel_Rarely,1336,Research & Development,6,3,Other,1,1263,1,Male,59,4,4,Manager,4,Single,11942,3953,3,Y,No,11,3,4,80,0,32,3,2,8,6,2,3
45,No,Travel_Rarely,1075,Sales,1,4,Marketing,1,1264,3,Male,48,3,3,Sales Executive,4,Married,9738,20834,2,Y,Yes,19,3,4,80,3,23,4,3,0,0,0,0
36,No,Travel_Rarely,479,Research & Development,1,1,Life Sciences,1,1265,2,Male,84,2,5,Laboratory Technician,2,Married,13244,16561,5,Y,No,18,3,4,80,1,13,3,3,13,11,1,9
41,No,Travel_Rarely,961,Research & Development,16,2,Medical,1,1266,3,Female,30,3,2,Laboratory Technician,3,Married,6345,14768,5,Y,Yes,14,3,2,80,0,20,2,3,11,5,6,6
40,No,Travel_Frequently,991,Research & Development,1,3,Life Sciences,1,1267,4,Female,71,3,3,Manager,3,Divorced,9094,4953,1,Y,Yes,18,4,3,80,0,18,2,3,3,1,0,1
37,No,Travel_Rarely,120,Sales,1,3,Other,1,1268,3,Male,45,3,3,Manager,2,Divorced,10517,5435,3,Y,No,14,3,2,80,2,17,0,4,8,5,4,4
35,No,Travel_Rarely,402,Research & Development,3,2,Medical,1,1269,4,Male,50,2,2,Manufacturing Director,3,Married,8065,26593,2,Y,No,13,3,4,80,0,15,1,1,0,0,0,0
19,No,Non-Travel,1042,Research & Development,1,3,Technical Degree,1,1270,3,Female,58,3,1,Laboratory Technician,4,Divorced,3783,14226,3,Y,No,12,3,2,80,0,0,6,3,1,0,0,0
39,No,Travel_Rarely,1197,Research & Development,4,2,Medical,1,1271,4,Male,36,3,3,Manufacturing Director,4,Single,10344,22619,2,Y,Yes,23,3,3,80,1,16,2,3,0,0,0,0
44,No,Travel_Rarely,249,Research & Development,10,2,Life Sciences,1,1272,4,Male,36,3,3,Laboratory Technician,4,Divorced,9981,6497,1,Y,Yes,11,4,4,80,1,22,2,3,9,3,1,8
50,No,Non-Travel,1446,Sales,1,3,Life Sciences,1,1273,2,Female,84,3,5,Manager,1,Single,14012,10697,2,Y,Yes,19,4,2,80,0,29,4,3,11,4,4,5
37,No,Travel_Rarely,1299,Research & Development,14,3,Technical Degree,1,1274,4,Male,88,4,5,Research Scientist,4,Divorced,12507,10100,2,Y,No,17,3,1,80,1,14,3,3,9,6,1,3
23,Yes,Travel_Rarely,236,Research & Development,9,1,Technical Degree,1,1275,2,Male,35,4,3,Manufacturing Director,1,Married,8153,7139,5,Y,Yes,11,3,4,80,0,2,3,4,2,0,0,1
31,No,Travel_Rarely,1358,Research & Development,21,2,Technical Degree,1,1276,2,Male,54,3,3,Manager,1,Divorced,9691,19853,4,Y,No,11,3,1,80,2,11,2,3,4,3,1,2
34,No,Travel_Frequently,104,Sales,1,3,Life Sciences,1,1277,4,Male,35,3,3,Sales Representative,3,Single,7600,11780,2,Y,No,13,4,4,80,0,12,4,2,6,2,2,2
38,No,Travel_Rarely,867,Research & Development,11,4,Technical Degree,1,1278,1,Male,56,3,2,Healthcare Representative,3,Married,6758,7636,2,Y,Yes,17,3,3,80,1,18,1,3,0,0,0,0
32,Yes,Travel_Rarely,128,Sales,1,3,Life Sciences,1,1279,3,Female,78,3,2,Manager,3,Married,6350,25782,3,Y,No,13,3,4,80,0,11,2,1,11,4,1,10
39,Yes,Travel_Frequently,1302,Research & Development,8,2,Medical,1,1280,3,Female,85,2,5,Research Scientist,3,Divorced,12553,4233,2,Y,No,23,3,4,80,0,19,3,2,1,0,0,0
34,No,Travel_Frequently,102,Research & Development,13,3,Technical Degree,1,1281,4,Female,70,3,3,Manufacturing Director,3,Single,9149,16698,1,Y,No,11,3,1,80,0,11,4,3,0,0,0,0
40,No,Travel_Rarely,509,Sales,1,3,Other,1,1282,2,Male,77,3,2,Manager,4,Married,8037,7179,3,Y,No,11,3,1,80,1,17,4,3,8,2,0,5
31,Yes,Travel_Frequently,412,Research & Development,1,4,Life Sciences,1,1283,2,Female,92,3,4,Laboratory Technician,4,Single,10449,25496,2,Y,No,11,3,4,80,0,9,4,2,0,0,0,0
40,No,Travel_Rarely,994,Sales,4,3,Medical,1,1284,4,Male,31,2,4,Sales Representative,2,Divorced,12244,19668,5,Y,No,13,3,3,80,1,18,6,3,5,4,1,1
47,No,Travel_Rarely,882,Research & Development,29,4,Technical Degree,1,1285,3,Male,78,2,3,Manager,2,Married,8965,12409,3,Y,No,14,3,2,80,1,25,1,3,6,5,3,4
30,Yes,Non-Travel,1093,Sales,29,3,Marketing,1,1286,3,Female,44,3,3,Manager,2,Single,8961,8263,6,Y,Yes,15,3,3,80,1,10,4,3,4,3,0,3
46,No,Non-Travel,913,Research & Development,2,5,Medical,1,1287,4,Male,54,2,4,Laboratory Technician,4,Married,12293,11326,8,Y,Yes,16,3,2,80,3,23,4,2,0,0,0,0
35,No,Travel_Rarely,1329,Sales,2,2,Medical,1,1288,3,Male,73,2,3,Manager,3,Married,10191,3053,2,Y,Yes,12,3,2,80,0,15,5,2,6,4,0,2
26,No,Travel_Rarely,207,Research & Development,3,3,Technical Degree,1,1289,2,Male,88,3,5,Manager,2,Single,12200,25604,3,Y,No,11,3,3,80,0,6,2,3,6,3,1,5
45,No,Travel_Rarely,1442,Sales,1,4,Other,1,1290,4,Male,35,3,2,Sales Executive,4,Married,7043,21486,3,Y,No,19,4,4,80,0,25,3,3,3,2,1,2
34,No,Travel_Rarely,1074,Research & Development,1,3,Life Sciences,1,1291,1,Male,30,3,4,Manager,2,Married,13500,19919,4,Y,Yes,11,3,4,80,1,12,1,2,4,1,0,1
32,No,Travel_Frequently,703,Sales,8,3,Other,1,1292,2,Male,94,4,1,Sales Representative,2,Single,5182,5171,4,Y,No,11,3,2,80,0,12,2,3,0,0,0,0
35,No,Travel_Rarely,534,Sales,7,1,Other,1,1293,3,Male,30,2,5,Sales Executive,3,Married,11534,25231,1,Y,Yes,16,4,4,80,0,14,3,3,4,3,1,2
43,No,Travel_Rarely,410,Research & Development,9,4,Other,1,1294,1,Female,97,3,2,Healthcare Representative,4,Divorced,6057,5115,1,Y,No,11,3,2,80,0,23,5,3,3,1,0,1
34,No,Travel_Rarely,602,Research & Development,3,3,Technical Degree,1,1295,4,Female,89,3,2,Manufacturing Director,4,Divorced,7863,24750,4,Y,No,14,3,1,80,1,14,1,3,8,7,3,3
45,Yes,Travel_Rarely,1390,Research & Development,4,3,Technical Degree,1,1296,2,Female,79,3,1,Research Director,1,Single,6507,17360,3,Y,No,13,3,4,80,0,25,3,1,5,3,2,4
40,No,Travel_Rarely,439,Research & Development,3,2,Life Sciences,1,1297,1,Female,31,2,4,Laboratory Technician,3,Single,12788,18179,3,Y,No,15,3,4,80,0,20,3,3,11,5,3,7
36,Yes,Travel_Rarely,462,Research & Development,1,1,Life Sciences,1,1298,2,Male,83,4,2,Research Director,2,Single,7635,26527,3,Y,No,13,3,1,80,0,14,1,3,1,0,0,0
52,No,Travel_Frequently,1136,Research & Development,5,2,Other,1,1299,3,Female,34,4,3,Manager,4,Single,9896,19489,2,Y,No,14,3,1,80,2,29,3,4,2,1,1,1
27,No,Non-Travel,910,Sales,2,3,Medical,1,1300,3,Female,57,2,3,Sales Executive,1,Single,9601,3132,3,Y,No,19,3,1,80,0,6,2,4,2,0,0,1
32,No,Travel_Rarely,1014,Research & Development,3,3,Other,1,1301,2,Male,46,3,3,Research Scientist,3,Single,10329,25610,3,Y,No,14,3,2,80,1,9,1,3,4,2,1,3
49,No,Travel_Rarely,1309,Research & Development,21,2,Technical Degree,1,1302,4,Female,47,1,2,Research Director,3,Divorced,8685,9644,6,Y,Yes,12,3,1,80,2,28,6,4,12,5,6,8
40,No,Travel_Rarely,524,Research & Development,4,2,Life Sciences,1,1303,1,Female,84,3,5,Manufacturing Director,2,Married,14683,8651,3,Y,No,13,3,4,80,0,17,5,2,0,0,0,0
38,Yes,Travel_Rarely,127,Research & Development,3,1,Other,1,1304,2,Male,66,4,4,Research Director,2,Married,11253,3684,3,Y,Yes,12,3,1,80,0,15,6,3,1,0,0,0
18,Yes,Travel_Rarely,200,Research & Development,1,1,Other,1,1305,3,Female,91,3,2,Research Scientist,3,Single,5772,15291,6,Y,No,12,3,2,80,0,0,2,1,1,0,0,0
21,Yes,Travel_Rarely,276,Sales,21,3,Medical,1,1306,4,Female,68,2,2,Sales Representative,4,Divorced,4824,25226,2,Y,Yes,12,3,4,80,0,0,1,3,1,0,0,0
30,No,Travel_Frequently,118,Research & Development,1,1,Life Sciences,1,1307,2,Female,53,1,3,Healthcare Representative,4,Married,7806,23343,4,Y,No,17,3,1,80,0,8,3,2,4,3,0,1
29,No,Travel_Rarely,523,Sales,8,4,Marketing,1,1308,4,Female,53,3,4,Sales Executive,4,Married,10955,21700,1,Y,No,13,4,4,80,1,7,4,2,4,3,1,3
48,No,Non-Travel,564,Research & Development,5,2,Technical Degree,1,1309,4,Male,86,3,3,Research Director,4,Single,9624,8194,1,Y,No,11,3,4,80,1,26,0,3,7,6,1,3
48,No,Travel_Rarely,471,Sales,4,3,Other,1,1310,3,Female,60,2,3,Sales Representative,2,Married,9740,2352,2,Y,No,12,3,4,80,1,25,0,3,9,6,2,7
51,Yes,Travel_Rarely,950,Research & Development,13,1,Life Sciences,1,1311,3,Male,48,3,5,Laboratory Technician,2,Single,14852,5278,3,Y,No,17,3,1,80,1,30,4,3,6,1,0,5
43,No,Travel_Frequently,753,Research & Development,13,2,Medical,1,1312,2,Female,78,3,1,Manager,2,Married,6291,2433,5,Y,No,11,3,1,80,2,20,1,3,1,0,0,0
40,Yes,Travel_Rarely,987,Sales,7,4,Other,1,1313,4,Male,85,2,1,Manager,1,Single,3461,8450,1,Y,Yes,19,3,3,80,0,17,0,3,4,1,2,1
34,No,Travel_Rarely,212,Sales,19,3,Other,1,1314,1,Male,63,3,3,Sales Representative,2,Divorced,8916,26916,4,Y,No,15,3,4,80,1,14,4,3,7,2,1,4
35,Yes,Travel_Frequently,722,Research & Development,11,2,Medical,1,1315,4,Male,36,2,2,Manager,2,Divorced,5950,8045,1,Y,Yes,16,3,2,80,2,12,3,2,1,0,0,0
57,Yes,Non-Travel,1456,Research & Development,9,3,Life Sciences,1,1316,4,Male,53,3,1,Laboratory Technician,4,Divorced,6833,15400,1,Y,Yes,20,3,3,80,2,37,3,3,1,0,0,0
45,Yes,Travel_Rarely,1265,Research & Development,5,2,Life Sciences,1,1317,1,Male,95,3,2,Healthcare Representative,4,Married,8411,23506,0,Y,Yes,15,3,3,80,1,23,6,3,3,2,0,1
43,No,Travel_Rarely,723,Sales,18,3,Other,1,1318,2,Male,88,3,4,Manager,1,Single,11766,3238,3,Y,Yes,11,3,4,80,0,21,3,3,3,2,0,2
30,No,Travel_Rarely,491,Research & Development,6,4,Life Sciences,1,1319,1,Male,92,3,1,Laboratory Technician,3,Divorced,3626,16344,2,Y,Yes,22,3,4,80,2,7,5,3,7,3,3,6
47,No,Travel_Rarely,133,Research & Development,1,3,Medical,1,1320,2,Male,50,3,2,Research Director,4,Divorced,7076,26861,2,Y,No,22,3,1,80,1,24,4,3,0,0,0,0
49,No,Travel_Rarely,273,Research & Development,2,1,Technical Degree,1,1321,2,Male,91,3,2,Laboratory Technician,4,Married,7982,22210,3,Y,No,13,3,2,80,1,29,2,3,2,1,0,0
42,No,Non-Travel,977,Research & Development,1,3,Life Sciences,1,1322,4,Female,49,2,3,Healthcare Representative,1,Divorced,8742,7130,3,Y,No,16,3,4,80,0,20,3,3,8,5,2,4
30,No,Travel_Rarely,497,Research & Development,18,4,Life Sciences,1,1323,1,Male,57,3,3,Manager,4,Single,7701,4761,4,Y,No,20,3,3,80,0,9,3,3,9,7,3,5
35,Yes,Travel_Rarely,170,Sales,23,3,Life Sciences,1,1324,1,Female,99,3,2,Manager,2,Married,4699,19653,2,Y,No,14,3,2,80,2,13,1,3,13,12,3,4
37,No,Travel_Rarely,854,Sales,3,2,Other,1,1325,3,Female,49,3,5,Sales Representative,2,Married,15097,11859,3,Y,No,15,3,1,80,0,16,2,3,1,0,0,0
50,Yes,Travel_Rarely,215,Research & Development,10,1,Life Sciences,1,1326,3,Male,31,3,4,Laboratory Technician,1,Single,12137,19227,3,Y,Yes,16,3,3,80,0,27,3,3,13,10,2,9
30,No,Travel_Rarely,990,Sales,1,2,Marketing,1,1327,1,Male,69,3,3,Sales Executive,4,Married,7537,2775,2,Y,No,13,3,2,80,0,9,5,4,0,0,0,0
48,No,Non-Travel,1070,Research & Development,6,3,Medical,1,1328,3,Male,46,3,3,Research Scientist,2,Single,9027,3045,5,Y,No,16,3,1,80,0,25,3,4,5,4,1,1
50,No,Travel_Rarely,417,Research & Development,2,2,Other,1,1329,4,Male,44,4,3,Laboratory Technician,4,Married,11645,8963,3,Y,No,11,3,2,80,3,27,1,3,7,3,4,5
25,No,Travel_Rarely,172,Sales,16,4,Life Sciences,1,1330,3,Male,45,1,2,Manager,3,Married,5732,2811,0,Y,No,12,3,3,80,0,2,2,3,2,0,0,0
48,No,Travel_Frequently,881,Research & Development,1,3,Technical Degree,1,1331,2,Male,40,3,3,Manager,3,Single,10581,20863,4,Y,No,13,3,4,80,1,28,2,3,1,0,0,0
28,No,Travel_Rarely,328,Research & Development,19,3,Technical Degree,1,1332,2,Male,85,3,2,Manager,4,Married,5513,3833,5,Y,No,18,3,4,80,2,8,5,3,8,3,1,5
48,No,Non-Travel,561,Research & Development,5,4,Technical Degree,1,1333,3,Female,99,3,2,Research Director,2,Divorced,6456,24264,2,Y,No,12,3,1,80,0,26,6,2,4,3,1,1
37,No,Non-Travel,507,Sales,6,3,Life Sciences,1,1334,1,Male,90,3,3,Sales Representative,4,Married,9058,8767,2,Y,No,11,3,4,80,1,16,1,3,14,12,6,7
30,Yes,Non-Travel,1381,Research & Development,1,3,Life Sciences,1,1335,1,Female,61,2,5,Laboratory Technician,3,Single,12726,23687,4,Y,No,11,3,4,80,1,8,3,3,0,0,0,0
48,No,Travel_Rarely,1135,Sales,8,3,Life Sciences,1,1336,2,Female,69,3,5,Sales Representative,3,Divorced,15234,5454,4,Y,No,11,3,4,80,1,26,2,2,5,4,1,4
47,No,Travel_Rarely,145,Research & Development,1,3,Life Sciences,1,1337,1,Female,75,3,4,Research Scientist,3,Single,11117,2291,2,Y,No,16,3,2,80,3,24,0,3,2,0,0,1
28,Yes,Travel_Frequently,105,Research & Development,8,2,Technical Degree,1,1338,4,Male,99,1,1,Laboratory Technician,4,Married,3999,12537,3,Y,No,14,3,3,80,1,5,2,3,2,0,0,0
44,No,Travel_Rarely,595,Research & Development,5,3,Medical,1,1339,4,Female,79,4,5,Healthcare Representative,4,Married,14625,20329,4,Y,No,19,3,4,80,1,23,0,3,8,7,1,5
20,No,Travel_Rarely,542,Research & Development,22,2,Medical,1,1340,3,Male,55,3,2,Manager,3,Single,4479,5950,2,Y,Yes,14,3,3,80,0,0,2,3,0,0,0,0
18,No,Travel_Rarely,409,Research & Development,9,2,Medical,1,1341,4,Male,98,3,5,Research Scientist,2,Divorced,12705,26428,3,Y,No,22,3,3,80,1,0,2,2,1,0,0,0
48,No,Travel_Rarely,388,Human Resources,2,3,Other,1,1342,1,Male,54,2,3,Manager,3,Married,8810,18323,2,Y,No,16,3,4,80,0,27,1,3,4,3,1,1
37,No,Travel_Rarely,946,Research & Development,5,3,Life Sciences,1,1343,4,Male,74,2,5,Manager,3,Single,13243,26533,2,Y,No,19,4,3,80,1,17,1,1,2,1,1,1
35,No,Travel_Frequently,903,Research & Development,2,4,Medical,1,1344,2,Male,68,2,3,Manufacturing Director,4,Married,7635,17780,3,Y,No,13,3,2,80,0,14,1,3,14,8,3,12
49,No,Travel_Rarely,319,Sales,6,3,Medical,1,1345,3,Female,94,3,2,Sales Representative,1,Divorced,8264,26372,1,Y,Yes,21,3,3,80,0,29,4,3,3,2,1,2
26,No,Travel_Rarely,144,Research & Development,6,4,Life Sciences,1,1346,2,Female,77,3,3,Laboratory Technician,1,Married,9346,24917,1,Y,Yes,17,3,1,80,3,3,6,3,3,1,1,2
36,No,Travel_Rarely,456,Research & Development,13,2,Life Sciences,1,1347,3,Female,83,2,3,Manufacturing Director,4,Single,10385,19293,5,Y,No,11,3,3,80,0,13,3,4,3,2,0,0
23,No,Travel_Rarely,196,Sales,29,4,Life Sciences,1,1348,3,Male,33,3,2,Sales Representative,1,Married,6566,2698,2,Y,No,16,3,1,80,1,0,0,2,1,0,0,0
25,No,Travel_Rarely,773,Research & Development,1,3,Other,1,1349,4,Male,64,3,4,Laboratory Technician,2,Married,9689,10590,2,Y,No,16,3,3,80,2,3,1,4,0,0,0,0
27,No,Travel_Rarely,794,Sales,28,3,Life Sciences,1,1350,2,Male,38,2,3,Sales Executive,3,Divorced,8313,24773,5,Y,Yes,16,3,4,80,1,7,1,3,2,0,0,0
30,No,Travel_Frequently,1406,Sales,2,4,Other,1,1351,2,Male,80,2,3,Sales Executive,1,Single,8382,23714,1,Y,Yes,11,3,1,80,1,10,1,3,10,5,3,8
44,No,Travel_Rarely,266,Research & Development,7,3,Other,1,1352,3,Male,81,2,5,Manufacturing Director,3,Married,13863,22079,3,Y,No,17,3,4,80,0,22,1,4,0,0,0,0
50,No,Travel_Rarely,568,Sales,2,2,Other,1,1353,4,Male,61,3,2,Sales Executive,3,Single,7255,16130,5,Y,No,19,3,4,80,0,30,2,2,4,1,1,2
29,No,Travel_Rarely,1146,Sales,1,2,Marketing,1,1354,2,Female,45,2,3,Sales Executive,3,Single,8019,4631,3,Y,Yes,12,3,4,80,0,9,2,3,2,1,0,1
41,No,Non-Travel,911,Sales,6,4,Life Sciences,1,1355,1,Male,86,4,3,Sales Representative,4,Married,9512,12891,0,Y,No,13,3,4,80,1,18,0,3,12,7,0,4
30,No,Travel_Rarely,1155,Research & Development,14,3,Technical Degree,1,1356,2,Female,89,2,3,Laboratory Technician,4,Single,6643,23095,1,Y,No,14,3,1,80,0,9,3,3,5,2,2,2
26,No,Travel_Rarely,930,Research & Development,16,2,Technical Degree,1,1357,2,Male,74,1,2,Research Director,3,Single,4948,18977,2,Y,Yes,15,3,4,80,0,4,2,3,1,0,0,0
54,No,Travel_Frequently,813,Research & Development,29,2,Technical Degree,1,1358,4,Female,50,3,3,Research Scientist,3,Divorced,10510,11212,2,Y,No,13,3,1,80,0,32,2,2,4,3,0,3
35,Yes,Travel_Rarely,721,Research & Development,1,2,Technical Degree,1,1359,3,Female,62,1,1,Manufacturing Director,3,Single,5298,26951,4,Y,No,13,3,1,80,0,13,2,3,5,3,1,3
40,No,Travel_Rarely,615,Sales,17,3,Marketing,1,1360,4,Female,38,1,2,Manager,3,Married,7879,3820,3,Y,No,11,4,2,80,2,17,4,3,8,7,4,4
34,No,Travel_Rarely,1348,Human Resources,10,3,Life Sciences,1,1361,1,Male,67,3,5,Manager,3,Single,11973,26477,7,Y,No,12,3,4,80,0,13,1,3,5,4,0,4
38,No,Travel_Rarely,975,Sales,1,4,Medical,1,1362,4,Female,45,3,5,Sales Representative,3,Single,14122,2624,1,Y,No,11,3,4,80,1,17,3,4,6,4,0,4
30,No,Travel_Rarely,855,Research & Development,10,4,Other,1,1363,2,Female,69,2,3,Laboratory Technician,2,Married,7110,6581,3,Y,No,15,4,1,80,0,8,6,3,0,0,0,0
23,No,Travel_Frequently,158,Sales,9,3,Marketing,1,1364,3,Male,31,3,4,Sales Representative,2,Married,10560,13935,1,Y,No,11,3,2,80,0,1,5,3,1,0,0,0
24,No,Travel_Frequently,319,Research & Development,2,3,Life Sciences,1,1365,3,Female,63,3,4,Research Director,2,Married,10721,2942,7,Y,Yes,14,4,1,80,2,3,1,3,3,2,0,1
47,No,Travel_Rarely,442,Research & Development,1,3,Medical,1,1366,3,Male,59,3,5,Healthcare Representative,4,Married,14443,2753,3,Y,No,11,4,4,80,3,24,3,2,6,4,1,5
34,Yes,Travel_Rarely,1047,Research & Development,29,3,Life Sciences,1,1367,1,Female,70,2,4,Manufacturing Director,1,Married,12362,23439,7,Y,Yes,18,3,2,80,0,13,1,2,0,0,0,0
36,No,Travel_Rarely,1452,Research & Development,3,2,Other,1,1368,1,Female,34,3,3,Manager,2,Married,7207,18106,3,Y,No,11,3,2,80,1,13,1,3,1,0,0,0
32,Yes,Travel_Rarely,1362,Research & Development,4,3,Other,1,1369,1,Male,42,3,4,Laboratory Technician,4,Married,10909,5224,1,Y,Yes,16,4,2,80,0,9,0,1,0,0,0,0
34,No,Travel_Rarely,611,Research & Development,3,2,Medical,1,1370,4,Male,34,4,3,Research Scientist,3,Divorced,9188,25135,3,Y,Yes,13,3,4,80,0,14,3,3,9,6,5,3
35,No,Travel_Rarely,711,Research & Development,1,4,Medical,1,1371,2,Male,82,2,4,Healthcare Representative,3,Married,12581,15253,1,Y,Yes,11,3,1,80,1,14,2,2,2,1,0,1
31,No,Travel_Rarely,1372,Research & Development,13,4,Medical,1,1372,4,Female,36,3,5,Manufacturing Director,3,Divorced,12881,12964,2,Y,No,19,3,1,80,1,9,5,2,1,0,0,0
34,Yes,Travel_Rarely,544,Research & Development,6,1,Medical,1,1373,4,Female,65,4,2,Manufacturing Director,4,Married,6508,19183,3,Y,No,11,4,1,80,0,13,4,3,1,0,0,0
49,Yes,Travel_Frequently,1487,Research & Development,3,3,Technical Degree,1,1374,4,Male,94,2,3,Research Director,3,Single,11094,4708,4,Y,Yes,17,3,4,80,2,29,5,2,2,1,0,0
44,No,Travel_Rarely,322,Sales,5,2,Marketing,1,1375,1,Male,94,3,4,Sales Executive,4,Single,11813,21900,2,Y,No,13,3,3,80,0,23,1,3,2,0,1,1
21,No,Travel_Rarely,1301,Research & Development,16,1,Medical,1,1376,4,Female,85,3,4,Research Director,3,Single,9902,25969,1,Y,No,15,3,3,80,2,0,3,4,1,0,0,0
37,No,Travel_Rarely,395,Sales,3,4,Medical,1,1377,4,Female,62,3,5,Sales Representative,1,Single,14215,10303,3,Y,Yes,11,3,4,80,1,14,1,4,0,0,0,0
41,Yes,Travel_Frequently,1171,Research & Development,1,1,Other,1,1378,3,Male,83,2,2,Manufacturing Director,1,Single,4643,2198,5,Y,No,12,3,3,80,0,20,2,3,0,0,0,0
39,No,Travel_Rarely,493,Research & Development,11,4,Medical,1,1379,4,Male,61,3,2,Research Director,1,Married,7698,2284,1,Y,No,19,3,4,80,1,18,2,2,5,4,0,3
40,No,Travel_Rarely,570,Research & Development,6,2,Technical Degree,1,1380,2,Female,36,2,2,Laboratory Technician,4,Single,8959,21335,1,Y,No,17,3,3,80,1,18,3,3,0,0,0,0
27,No,Travel_Rarely,945,Research & Development,3,4,Life Sciences,1,1381,2,Male,31,3,3,Healthcare Representative,3,Single,8809,26696,3,Y,Yes,16,3,3,80,0,7,0,1,2,1,0,0
37,Yes,Travel_Frequently,673,Research & Development,4,1,Technical Degree,1,1382,3,Male,43,1,2,Research Scientist,2,Single,5478,18564,1,Y,No,18,3,4,80,1,17,6,3,17,7,0,15
34,Yes,Travel_Frequently,357,Research & Development,15,2,Life Sciences,1,1383,1,Male,79,3,4,Research Director,3,Married,10630,23740,4,Y,No,18,3,3,80,0,11,2,3,11,5,0,8
48,No,Non-Travel,1203,Human Resources,8,1,Life Sciences,1,1384,2,Female,99,3,3,Manager,3,Married,9811,6874,3,Y,No,11,3,3,80,3,26,4,3,3,2,1,2
41,No,Travel_Rarely,1440,Research & Development,12,4,Technical Degree,1,1385,3,Male,88,3,3,Healthcare Representative,3,Married,7962,5890,3,Y,No,14,3,4,80,1,18,0,2,2,1,1,1
23,No,Travel_Rarely,1010,Sales,1,3,Medical,1,1386,3,Female,47,4,4,Sales Executive,2,Married,9827,6172,2,Y,Yes,13,3,1,80,2,0,5,3,0,0,0,0
42,No,Travel_Frequently,856,Sales,17,4,Medical,1,1387,1,Female,36,2,5,Sales Representative,3,Married,14422,7651,1,Y,No,12,3,1,80,1,22,4,3,3,2,1,2
38,No,Travel_Rarely,1351,Sales,15,2,Medical,1,1388,1,Male,64,3,5,Sales Executive,4,Married,14916,20333,0,Y,No,19,4,3,80,0,16,0,3,1,0,0,0
32,No,Travel_Rarely,1111,Sales,1,4,Medical,1,1389,2,Female,97,3,5,Sales Representative,4,Divorced,12837,24263,3,Y,No,13,4,3,80,1,9,3,3,0,0,0,0
27,No,Travel_Rarely,634,Sales,1,3,Life Sciences,1,1390,4,Female,34,3,3,Sales Executive,3,Married,9719,16713,2,Y,No,19,3,3,80,0,7,2,3,7,6,0,6
41,No,Non-Travel,394,Sales,1,1,Medical,1,1391,3,Male,56,3,4,Sales Representative,3,Married,12573,11566,2,Y,No,19,3,3,80,0,21,6,3,0,0,0,0
